DIM_GHECAUSE_CODE,DIM_GHECAUSE_TITLE,VAL_DALY_RATE100K_NUMERIC,VAL_DTHS_RATE100K_NUMERIC,Gender,AgeGroup,NumericAge
950,Alzheimer disease and other dementias,14017.8,165.786,Female,80 to 84 years,83
950,Alzheimer disease and other dementias,14017.8,165.786,Female,80 to 84 years,84
1130,Ischaemic heart disease,10500.05,155.296,Female,80 to 84 years,80
1130,Ischaemic heart disease,10500.05,155.296,Female,80 to 84 years,81
1130,Ischaemic heart disease,10500.05,155.296,Female,80 to 84 years,82
1130,Ischaemic heart disease,10500.05,155.296,Female,80 to 84 years,83
1130,Ischaemic heart disease,10500.05,155.296,Female,80 to 84 years,84
395,COVID-19,7831.86,116.96,Female,80 to 84 years,80
395,COVID-19,7831.86,116.96,Female,80 to 84 years,81
395,COVID-19,7831.86,116.96,Female,80 to 84 years,82
395,COVID-19,7831.86,116.96,Female,80 to 84 years,83
395,COVID-19,7831.86,116.96,Female,80 to 84 years,84
1140,Stroke,6655.79,80.444,Female,80 to 84 years,80
1140,Stroke,6655.79,80.444,Female,80 to 84 years,81
1140,Stroke,6655.79,80.444,Female,80 to 84 years,82
1140,Stroke,6655.79,80.444,Female,80 to 84 years,83
1140,Stroke,6655.79,80.444,Female,80 to 84 years,84
1180,Chronic obstructive pulmonary disease,7193.62,76.584,Female,80 to 84 years,80
1180,Chronic obstructive pulmonary disease,7193.62,76.584,Female,80 to 84 years,81
1180,Chronic obstructive pulmonary disease,7193.62,76.584,Female,80 to 84 years,82
1180,Chronic obstructive pulmonary disease,7193.62,76.584,Female,80 to 84 years,83
1180,Chronic obstructive pulmonary disease,7193.62,76.584,Female,80 to 84 years,84
680,"Trachea, bronchus, lung cancers",3224.71,48.188,Female,80 to 84 years,80
680,"Trachea, bronchus, lung cancers",3224.71,48.188,Female,80 to 84 years,81
680,"Trachea, bronchus, lung cancers",3224.71,48.188,Female,80 to 84 years,82
680,"Trachea, bronchus, lung cancers",3224.71,48.188,Female,80 to 84 years,83
680,"Trachea, bronchus, lung cancers",3224.71,48.188,Female,80 to 84 years,84
1270,Kidney diseases,3438.55,39.92,Female,80 to 84 years,80
1270,Kidney diseases,3438.55,39.92,Female,80 to 84 years,81
1270,Kidney diseases,3438.55,39.92,Female,80 to 84 years,82
1270,Kidney diseases,3438.55,39.92,Female,80 to 84 years,83
1270,Kidney diseases,3438.55,39.92,Female,80 to 84 years,84
1120,Hypertensive heart disease,2276.96,33.036,Female,80 to 84 years,80
1120,Hypertensive heart disease,2276.96,33.036,Female,80 to 84 years,81
1120,Hypertensive heart disease,2276.96,33.036,Female,80 to 84 years,82
1120,Hypertensive heart disease,2276.96,33.036,Female,80 to 84 years,83
1120,Hypertensive heart disease,2276.96,33.036,Female,80 to 84 years,84
700,Breast cancer,2194.08,27.427999999999997,Female,80 to 84 years,80
700,Breast cancer,2194.08,27.427999999999997,Female,80 to 84 years,81
700,Breast cancer,2194.08,27.427999999999997,Female,80 to 84 years,82
700,Breast cancer,2194.08,27.427999999999997,Female,80 to 84 years,83
700,Breast cancer,2194.08,27.427999999999997,Female,80 to 84 years,84
650,Colon and rectum cancers,1453.82,20.072,Female,80 to 84 years,80
650,Colon and rectum cancers,1453.82,20.072,Female,80 to 84 years,81
650,Colon and rectum cancers,1453.82,20.072,Female,80 to 84 years,82
650,Colon and rectum cancers,1453.82,20.072,Female,80 to 84 years,83
650,Colon and rectum cancers,1453.82,20.072,Female,80 to 84 years,84
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,85
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,86
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,87
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,88
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,89
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,90
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,91
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,92
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,93
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,94
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,95
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,96
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,97
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,98
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,99
950,Alzheimer disease and other dementias,29764.37,204.976875,Female,85+ years,100
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,85
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,86
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,87
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,88
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,89
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,90
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,91
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,92
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,93
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,94
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,95
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,96
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,97
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,98
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,99
1130,Ischaemic heart disease,18464.24,154.055625,Female,85+ years,100
1140,Stroke,10970.88,77.12625,Female,85+ years,85
1140,Stroke,10970.88,77.12625,Female,85+ years,86
1140,Stroke,10970.88,77.12625,Female,85+ years,87
1140,Stroke,10970.88,77.12625,Female,85+ years,88
1140,Stroke,10970.88,77.12625,Female,85+ years,89
1140,Stroke,10970.88,77.12625,Female,85+ years,90
1140,Stroke,10970.88,77.12625,Female,85+ years,91
1140,Stroke,10970.88,77.12625,Female,85+ years,92
1140,Stroke,10970.88,77.12625,Female,85+ years,93
1140,Stroke,10970.88,77.12625,Female,85+ years,94
1140,Stroke,10970.88,77.12625,Female,85+ years,95
1140,Stroke,10970.88,77.12625,Female,85+ years,96
1140,Stroke,10970.88,77.12625,Female,85+ years,97
1140,Stroke,10970.88,77.12625,Female,85+ years,98
1140,Stroke,10970.88,77.12625,Female,85+ years,99
1140,Stroke,10970.88,77.12625,Female,85+ years,100
395,COVID-19,8372.45,70.30625,Female,85+ years,85
395,COVID-19,8372.45,70.30625,Female,85+ years,86
395,COVID-19,8372.45,70.30625,Female,85+ years,87
395,COVID-19,8372.45,70.30625,Female,85+ years,88
395,COVID-19,8372.45,70.30625,Female,85+ years,89
395,COVID-19,8372.45,70.30625,Female,85+ years,90
395,COVID-19,8372.45,70.30625,Female,85+ years,91
395,COVID-19,8372.45,70.30625,Female,85+ years,92
395,COVID-19,8372.45,70.30625,Female,85+ years,93
395,COVID-19,8372.45,70.30625,Female,85+ years,94
395,COVID-19,8372.45,70.30625,Female,85+ years,95
395,COVID-19,8372.45,70.30625,Female,85+ years,96
395,COVID-19,8372.45,70.30625,Female,85+ years,97
395,COVID-19,8372.45,70.30625,Female,85+ years,98
395,COVID-19,8372.45,70.30625,Female,85+ years,99
395,COVID-19,8372.45,70.30625,Female,85+ years,100
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,85
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,86
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,87
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,88
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,89
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,90
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,91
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,92
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,93
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,94
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,95
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,96
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,97
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,98
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,99
1180,Chronic obstructive pulmonary disease,7204.69,42.31375,Female,85+ years,100
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,85
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,86
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,87
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,88
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,89
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,90
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,91
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,92
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,93
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,94
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,95
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,96
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,97
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,98
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,99
1120,Hypertensive heart disease,4826.74,39.705625,Female,85+ years,100
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,85
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,86
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,87
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,88
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,89
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,90
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,91
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,92
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,93
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,94
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,95
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,96
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,97
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,98
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,99
1270,Kidney diseases,4210.71,24.06375,Female,85+ years,100
1550,Falls,6131.01,18.94625,Female,85+ years,85
1550,Falls,6131.01,18.94625,Female,85+ years,86
1550,Falls,6131.01,18.94625,Female,85+ years,87
1550,Falls,6131.01,18.94625,Female,85+ years,88
1550,Falls,6131.01,18.94625,Female,85+ years,89
1550,Falls,6131.01,18.94625,Female,85+ years,90
1550,Falls,6131.01,18.94625,Female,85+ years,91
1550,Falls,6131.01,18.94625,Female,85+ years,92
1550,Falls,6131.01,18.94625,Female,85+ years,93
1550,Falls,6131.01,18.94625,Female,85+ years,94
1550,Falls,6131.01,18.94625,Female,85+ years,95
1550,Falls,6131.01,18.94625,Female,85+ years,96
1550,Falls,6131.01,18.94625,Female,85+ years,97
1550,Falls,6131.01,18.94625,Female,85+ years,98
1550,Falls,6131.01,18.94625,Female,85+ years,99
1550,Falls,6131.01,18.94625,Female,85+ years,100
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,85
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,86
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,87
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,88
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,89
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,90
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,91
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,92
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,93
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,94
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,95
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,96
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,97
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,98
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,99
680,"Trachea, bronchus, lung cancers",1785.93,14.81625,Female,85+ years,100
700,Breast cancer,2047.49,14.193125,Female,85+ years,85
700,Breast cancer,2047.49,14.193125,Female,85+ years,86
700,Breast cancer,2047.49,14.193125,Female,85+ years,87
700,Breast cancer,2047.49,14.193125,Female,85+ years,88
700,Breast cancer,2047.49,14.193125,Female,85+ years,89
700,Breast cancer,2047.49,14.193125,Female,85+ years,90
700,Breast cancer,2047.49,14.193125,Female,85+ years,91
700,Breast cancer,2047.49,14.193125,Female,85+ years,92
700,Breast cancer,2047.49,14.193125,Female,85+ years,93
700,Breast cancer,2047.49,14.193125,Female,85+ years,94
700,Breast cancer,2047.49,14.193125,Female,85+ years,95
700,Breast cancer,2047.49,14.193125,Female,85+ years,96
700,Breast cancer,2047.49,14.193125,Female,85+ years,97
700,Breast cancer,2047.49,14.193125,Female,85+ years,98
700,Breast cancer,2047.49,14.193125,Female,85+ years,99
700,Breast cancer,2047.49,14.193125,Female,85+ years,100
500,Preterm birth complications,16602.98,177.2,Male,Under 1 year,0
1400,Congenital anomalies,14307.74,151.11,Male,Under 1 year,0
1505,Sudden infant death syndrome,3575.32,38.77,Male,Under 1 year,0
510,Birth asphyxia and birth trauma,2982.01,31.71,Male,Under 1 year,0
520,Neonatal sepsis and infections,1556.13,16.67,Male,Under 1 year,0
390,Lower respiratory infections,1214.47,13.12,Male,Under 1 year,0
110,Diarrhoeal diseases,790.26,8.42,Male,Under 1 year,0
1620,Interpersonal violence,673.07,7.18,Male,Under 1 year,0
1150,"Cardiomyopathy, myocarditis, endocarditis",315.65,3.32,Male,Under 1 year,0
1530,Road injury,299.71,3.14,Male,Under 1 year,0
1400,Congenital anomalies,680.6,1.3525,Male,1 to 4 years,1
1400,Congenital anomalies,680.6,1.3525,Male,1 to 4 years,2
1400,Congenital anomalies,680.6,1.3525,Male,1 to 4 years,3
1400,Congenital anomalies,680.6,1.3525,Male,1 to 4 years,4
1570,Drowning,213.66,0.595,Male,1 to 4 years,1
1570,Drowning,213.66,0.595,Male,1 to 4 years,2
1570,Drowning,213.66,0.595,Male,1 to 4 years,3
1570,Drowning,213.66,0.595,Male,1 to 4 years,4
1530,Road injury,215.07,0.57,Male,1 to 4 years,1
1530,Road injury,215.07,0.57,Male,1 to 4 years,2
1530,Road injury,215.07,0.57,Male,1 to 4 years,3
1530,Road injury,215.07,0.57,Male,1 to 4 years,4
1620,Interpersonal violence,184.56,0.4975,Male,1 to 4 years,1
1620,Interpersonal violence,184.56,0.4975,Male,1 to 4 years,2
1620,Interpersonal violence,184.56,0.4975,Male,1 to 4 years,3
1620,Interpersonal violence,184.56,0.4975,Male,1 to 4 years,4
390,Lower respiratory infections,166.31,0.46,Male,1 to 4 years,1
390,Lower respiratory infections,166.31,0.46,Male,1 to 4 years,2
390,Lower respiratory infections,166.31,0.46,Male,1 to 4 years,3
390,Lower respiratory infections,166.31,0.46,Male,1 to 4 years,4
770,Leukaemia,65.28,0.17,Male,1 to 4 years,1
770,Leukaemia,65.28,0.17,Male,1 to 4 years,2
770,Leukaemia,65.28,0.17,Male,1 to 4 years,3
770,Leukaemia,65.28,0.17,Male,1 to 4 years,4
1150,"Cardiomyopathy, myocarditis, endocarditis",78.83,0.1475,Male,1 to 4 years,1
1150,"Cardiomyopathy, myocarditis, endocarditis",78.83,0.1475,Male,1 to 4 years,2
1150,"Cardiomyopathy, myocarditis, endocarditis",78.83,0.1475,Male,1 to 4 years,3
1150,"Cardiomyopathy, myocarditis, endocarditis",78.83,0.1475,Male,1 to 4 years,4
110,Diarrhoeal diseases,54.37,0.145,Male,1 to 4 years,1
110,Diarrhoeal diseases,54.37,0.145,Male,1 to 4 years,2
110,Diarrhoeal diseases,54.37,0.145,Male,1 to 4 years,3
110,Diarrhoeal diseases,54.37,0.145,Male,1 to 4 years,4
751,Brain and nervous system cancers,52.08,0.14,Male,1 to 4 years,1
751,Brain and nervous system cancers,52.08,0.14,Male,1 to 4 years,2
751,Brain and nervous system cancers,52.08,0.14,Male,1 to 4 years,3
751,Brain and nervous system cancers,52.08,0.14,Male,1 to 4 years,4
1560,"Fire, heat and hot substances",48.98,0.13,Male,1 to 4 years,1
1560,"Fire, heat and hot substances",48.98,0.13,Male,1 to 4 years,2
1560,"Fire, heat and hot substances",48.98,0.13,Male,1 to 4 years,3
1560,"Fire, heat and hot substances",48.98,0.13,Male,1 to 4 years,4
1530,Road injury,186.72,0.40599999999999997,Male,5 to 9 years,5
1530,Road injury,186.72,0.40599999999999997,Male,5 to 9 years,6
1530,Road injury,186.72,0.40599999999999997,Male,5 to 9 years,7
1530,Road injury,186.72,0.40599999999999997,Male,5 to 9 years,8
1530,Road injury,186.72,0.40599999999999997,Male,5 to 9 years,9
1570,Drowning,91.23,0.21400000000000002,Male,5 to 9 years,5
1570,Drowning,91.23,0.21400000000000002,Male,5 to 9 years,6
1570,Drowning,91.23,0.21400000000000002,Male,5 to 9 years,7
1570,Drowning,91.23,0.21400000000000002,Male,5 to 9 years,8
1570,Drowning,91.23,0.21400000000000002,Male,5 to 9 years,9
1400,Congenital anomalies,207.69,0.20600000000000002,Male,5 to 9 years,5
1400,Congenital anomalies,207.69,0.20600000000000002,Male,5 to 9 years,6
1400,Congenital anomalies,207.69,0.20600000000000002,Male,5 to 9 years,7
1400,Congenital anomalies,207.69,0.20600000000000002,Male,5 to 9 years,8
1400,Congenital anomalies,207.69,0.20600000000000002,Male,5 to 9 years,9
751,Brain and nervous system cancers,78.44,0.18,Male,5 to 9 years,5
751,Brain and nervous system cancers,78.44,0.18,Male,5 to 9 years,6
751,Brain and nervous system cancers,78.44,0.18,Male,5 to 9 years,7
751,Brain and nervous system cancers,78.44,0.18,Male,5 to 9 years,8
751,Brain and nervous system cancers,78.44,0.18,Male,5 to 9 years,9
1620,Interpersonal violence,60.24,0.122,Male,5 to 9 years,5
1620,Interpersonal violence,60.24,0.122,Male,5 to 9 years,6
1620,Interpersonal violence,60.24,0.122,Male,5 to 9 years,7
1620,Interpersonal violence,60.24,0.122,Male,5 to 9 years,8
1620,Interpersonal violence,60.24,0.122,Male,5 to 9 years,9
1560,"Fire, heat and hot substances",55.64,0.118,Male,5 to 9 years,5
1560,"Fire, heat and hot substances",55.64,0.118,Male,5 to 9 years,6
1560,"Fire, heat and hot substances",55.64,0.118,Male,5 to 9 years,7
1560,"Fire, heat and hot substances",55.64,0.118,Male,5 to 9 years,8
1560,"Fire, heat and hot substances",55.64,0.118,Male,5 to 9 years,9
1575,Exposure to mechanical forces,52.16,0.088,Male,5 to 9 years,5
1575,Exposure to mechanical forces,52.16,0.088,Male,5 to 9 years,6
1575,Exposure to mechanical forces,52.16,0.088,Male,5 to 9 years,7
1575,Exposure to mechanical forces,52.16,0.088,Male,5 to 9 years,8
1575,Exposure to mechanical forces,52.16,0.088,Male,5 to 9 years,9
770,Leukaemia,36.13,0.08199999999999999,Male,5 to 9 years,5
770,Leukaemia,36.13,0.08199999999999999,Male,5 to 9 years,6
770,Leukaemia,36.13,0.08199999999999999,Male,5 to 9 years,7
770,Leukaemia,36.13,0.08199999999999999,Male,5 to 9 years,8
770,Leukaemia,36.13,0.08199999999999999,Male,5 to 9 years,9
395,COVID-19,96.37,0.08,Male,5 to 9 years,5
395,COVID-19,96.37,0.08,Male,5 to 9 years,6
395,COVID-19,96.37,0.08,Male,5 to 9 years,7
395,COVID-19,96.37,0.08,Male,5 to 9 years,8
395,COVID-19,96.37,0.08,Male,5 to 9 years,9
1190,Asthma,845.83,0.074,Male,5 to 9 years,5
1190,Asthma,845.83,0.074,Male,5 to 9 years,6
1190,Asthma,845.83,0.074,Male,5 to 9 years,7
1190,Asthma,845.83,0.074,Male,5 to 9 years,8
1190,Asthma,845.83,0.074,Male,5 to 9 years,9
1610,Self-harm,289.24,0.72,Male,10 to 14 years,10
1610,Self-harm,289.24,0.72,Male,10 to 14 years,11
1610,Self-harm,289.24,0.72,Male,10 to 14 years,12
1610,Self-harm,289.24,0.72,Male,10 to 14 years,13
1610,Self-harm,289.24,0.72,Male,10 to 14 years,14
1530,Road injury,250.22,0.5700000000000001,Male,10 to 14 years,10
1530,Road injury,250.22,0.5700000000000001,Male,10 to 14 years,11
1530,Road injury,250.22,0.5700000000000001,Male,10 to 14 years,12
1530,Road injury,250.22,0.5700000000000001,Male,10 to 14 years,13
1530,Road injury,250.22,0.5700000000000001,Male,10 to 14 years,14
1400,Congenital anomalies,181.86,0.22799999999999998,Male,10 to 14 years,10
1400,Congenital anomalies,181.86,0.22799999999999998,Male,10 to 14 years,11
1400,Congenital anomalies,181.86,0.22799999999999998,Male,10 to 14 years,12
1400,Congenital anomalies,181.86,0.22799999999999998,Male,10 to 14 years,13
1400,Congenital anomalies,181.86,0.22799999999999998,Male,10 to 14 years,14
751,Brain and nervous system cancers,68.56,0.16599999999999998,Male,10 to 14 years,10
751,Brain and nervous system cancers,68.56,0.16599999999999998,Male,10 to 14 years,11
751,Brain and nervous system cancers,68.56,0.16599999999999998,Male,10 to 14 years,12
751,Brain and nervous system cancers,68.56,0.16599999999999998,Male,10 to 14 years,13
751,Brain and nervous system cancers,68.56,0.16599999999999998,Male,10 to 14 years,14
1620,Interpersonal violence,78.78,0.16399999999999998,Male,10 to 14 years,10
1620,Interpersonal violence,78.78,0.16399999999999998,Male,10 to 14 years,11
1620,Interpersonal violence,78.78,0.16399999999999998,Male,10 to 14 years,12
1620,Interpersonal violence,78.78,0.16399999999999998,Male,10 to 14 years,13
1620,Interpersonal violence,78.78,0.16399999999999998,Male,10 to 14 years,14
770,Leukaemia,59.68,0.146,Male,10 to 14 years,10
770,Leukaemia,59.68,0.146,Male,10 to 14 years,11
770,Leukaemia,59.68,0.146,Male,10 to 14 years,12
770,Leukaemia,59.68,0.146,Male,10 to 14 years,13
770,Leukaemia,59.68,0.146,Male,10 to 14 years,14
1570,Drowning,52.07,0.128,Male,10 to 14 years,10
1570,Drowning,52.07,0.128,Male,10 to 14 years,11
1570,Drowning,52.07,0.128,Male,10 to 14 years,12
1570,Drowning,52.07,0.128,Male,10 to 14 years,13
1570,Drowning,52.07,0.128,Male,10 to 14 years,14
1575,Exposure to mechanical forces,67.66,0.10200000000000001,Male,10 to 14 years,10
1575,Exposure to mechanical forces,67.66,0.10200000000000001,Male,10 to 14 years,11
1575,Exposure to mechanical forces,67.66,0.10200000000000001,Male,10 to 14 years,12
1575,Exposure to mechanical forces,67.66,0.10200000000000001,Male,10 to 14 years,13
1575,Exposure to mechanical forces,67.66,0.10200000000000001,Male,10 to 14 years,14
970,Epilepsy,122.07,0.094,Male,10 to 14 years,10
970,Epilepsy,122.07,0.094,Male,10 to 14 years,11
970,Epilepsy,122.07,0.094,Male,10 to 14 years,12
970,Epilepsy,122.07,0.094,Male,10 to 14 years,13
970,Epilepsy,122.07,0.094,Male,10 to 14 years,14
395,COVID-19,106.26,0.076,Male,10 to 14 years,10
395,COVID-19,106.26,0.076,Male,10 to 14 years,11
395,COVID-19,106.26,0.076,Male,10 to 14 years,12
395,COVID-19,106.26,0.076,Male,10 to 14 years,13
395,COVID-19,106.26,0.076,Male,10 to 14 years,14
1610,Self-harm,1482.2,3.9299999999999997,Male,15 to 19 years,15
1610,Self-harm,1482.2,3.9299999999999997,Male,15 to 19 years,16
1610,Self-harm,1482.2,3.9299999999999997,Male,15 to 19 years,17
1610,Self-harm,1482.2,3.9299999999999997,Male,15 to 19 years,18
1610,Self-harm,1482.2,3.9299999999999997,Male,15 to 19 years,19
1530,Road injury,1382.02,3.5340000000000003,Male,15 to 19 years,15
1530,Road injury,1382.02,3.5340000000000003,Male,15 to 19 years,16
1530,Road injury,1382.02,3.5340000000000003,Male,15 to 19 years,17
1530,Road injury,1382.02,3.5340000000000003,Male,15 to 19 years,18
1530,Road injury,1382.02,3.5340000000000003,Male,15 to 19 years,19
1620,Interpersonal violence,960.88,2.4699999999999998,Male,15 to 19 years,15
1620,Interpersonal violence,960.88,2.4699999999999998,Male,15 to 19 years,16
1620,Interpersonal violence,960.88,2.4699999999999998,Male,15 to 19 years,17
1620,Interpersonal violence,960.88,2.4699999999999998,Male,15 to 19 years,18
1620,Interpersonal violence,960.88,2.4699999999999998,Male,15 to 19 years,19
870,Drug use disorders,1671.81,2.42,Male,15 to 19 years,15
870,Drug use disorders,1671.81,2.42,Male,15 to 19 years,16
870,Drug use disorders,1671.81,2.42,Male,15 to 19 years,17
870,Drug use disorders,1671.81,2.42,Male,15 to 19 years,18
870,Drug use disorders,1671.81,2.42,Male,15 to 19 years,19
395,COVID-19,234.49,0.40199999999999997,Male,15 to 19 years,15
395,COVID-19,234.49,0.40199999999999997,Male,15 to 19 years,16
395,COVID-19,234.49,0.40199999999999997,Male,15 to 19 years,17
395,COVID-19,234.49,0.40199999999999997,Male,15 to 19 years,18
395,COVID-19,234.49,0.40199999999999997,Male,15 to 19 years,19
1570,Drowning,148.32,0.392,Male,15 to 19 years,15
1570,Drowning,148.32,0.392,Male,15 to 19 years,16
1570,Drowning,148.32,0.392,Male,15 to 19 years,17
1570,Drowning,148.32,0.392,Male,15 to 19 years,18
1570,Drowning,148.32,0.392,Male,15 to 19 years,19
1400,Congenital anomalies,197.18,0.314,Male,15 to 19 years,15
1400,Congenital anomalies,197.18,0.314,Male,15 to 19 years,16
1400,Congenital anomalies,197.18,0.314,Male,15 to 19 years,17
1400,Congenital anomalies,197.18,0.314,Male,15 to 19 years,18
1400,Congenital anomalies,197.18,0.314,Male,15 to 19 years,19
1575,Exposure to mechanical forces,133.02,0.24,Male,15 to 19 years,15
1575,Exposure to mechanical forces,133.02,0.24,Male,15 to 19 years,16
1575,Exposure to mechanical forces,133.02,0.24,Male,15 to 19 years,17
1575,Exposure to mechanical forces,133.02,0.24,Male,15 to 19 years,18
1575,Exposure to mechanical forces,133.02,0.24,Male,15 to 19 years,19
1150,"Cardiomyopathy, myocarditis, endocarditis",96.76,0.21600000000000003,Male,15 to 19 years,15
1150,"Cardiomyopathy, myocarditis, endocarditis",96.76,0.21600000000000003,Male,15 to 19 years,16
1150,"Cardiomyopathy, myocarditis, endocarditis",96.76,0.21600000000000003,Male,15 to 19 years,17
1150,"Cardiomyopathy, myocarditis, endocarditis",96.76,0.21600000000000003,Male,15 to 19 years,18
1150,"Cardiomyopathy, myocarditis, endocarditis",96.76,0.21600000000000003,Male,15 to 19 years,19
770,Leukaemia,73.38,0.192,Male,15 to 19 years,15
770,Leukaemia,73.38,0.192,Male,15 to 19 years,16
770,Leukaemia,73.38,0.192,Male,15 to 19 years,17
770,Leukaemia,73.38,0.192,Male,15 to 19 years,18
770,Leukaemia,73.38,0.192,Male,15 to 19 years,19
870,Drug use disorders,5093.29,7.172,Male,20 to 24 years,20
870,Drug use disorders,5093.29,7.172,Male,20 to 24 years,21
870,Drug use disorders,5093.29,7.172,Male,20 to 24 years,22
870,Drug use disorders,5093.29,7.172,Male,20 to 24 years,23
